10,1.5,2,0
10,1.5,2,0.125
10,1.5,2,0.25
10,1.5,3,0
10,1.5,3,0.125
10,1.5,3,0.25
10,1.5,5,0
10,1.5,5,0.125
10,1.5,5,0.25
10,1.5,7,0
10,1.5,7,0.125
10,1.5,7,0.25
10,1.5,10,0
10,1.5,10,0.125
10,1.5,10,0.25
10,2,2,0
10,2,2,0.125
10,2,2,0.25
10,2,3,0
10,2,3,0.125
10,2,3,0.25
10,2,5,0
10,2,5,0.125
10,2,5,0.25
10,2,7,0
10,2,7,0.125
10,2,7,0.25
10,2,10,0
10,2,10,0.125
10,2,10,0.25
10,3,2,0
10,3,2,0.125
10,3,2,0.25
10,3,3,0
10,3,3,0.125
10,3,3,0.25
10,3,5,0
10,3,5,0.125
10,3,5,0.25
10,3,7,0
10,3,7,0.125
10,3,7,0.25
10,3,10,0
10,3,10,0.125
10,3,10,0.25
10,4,2,0
10,4,2,0.125
10,4,2,0.25
10,4,3,0
10,4,3,0.125
10,4,3,0.25
10,4,5,0
10,4,5,0.125
10,4,5,0.25
10,4,7,0
10,4,7,0.125
10,4,7,0.25
10,4,10,0
10,4,10,0.125
10,4,10,0.25
12,1.5,2,0
12,1.5,2,0.125
12,1.5,2,0.25
12,1.5,3,0
12,1.5,3,0.125
12,1.5,3,0.25
12,1.5,5,0
12,1.5,5,0.125
12,1.5,5,0.25
12,1.5,7,0
12,1.5,7,0.125
12,1.5,7,0.25
12,1.5,10,0
12,1.5,10,0.125
12,1.5,10,0.25
12,2,2,0
12,2,2,0.125
12,2,2,0.25
12,2,3,0
12,2,3,0.125
12,2,3,0.25
12,2,5,0
12,2,5,0.125
12,2,5,0.25
12,2,7,0
12,2,7,0.125
12,2,7,0.25
12,2,10,0
12,2,10,0.125
12,2,10,0.25
12,3,2,0
12,3,2,0.125
12,3,2,0.25
12,3,3,0
12,3,3,0.125
12,3,3,0.25
12,3,5,0
12,3,5,0.125
12,3,5,0.25
12,3,7,0
12,3,7,0.125
12,3,7,0.25
12,3,10,0
12,3,10,0.125
12,3,10,0.25
12,4,2,0
12,4,2,0.125
12,4,2,0.25
12,4,3,0
12,4,3,0.125
12,4,3,0.25
12,4,5,0
12,4,5,0.125
12,4,5,0.25
12,4,7,0
12,4,7,0.125
12,4,7,0.25
12,4,10,0
12,4,10,0.125
12,4,10,0.25
14,1.5,2,0
14,1.5,2,0.125
14,1.5,2,0.25
14,1.5,3,0
14,1.5,3,0.125
14,1.5,3,0.25
14,1.5,5,0
14,1.5,5,0.125
14,1.5,5,0.25
14,1.5,7,0
14,1.5,7,0.125
14,1.5,7,0.25
14,1.5,10,0
14,1.5,10,0.125
14,1.5,10,0.25
14,2,2,0
14,2,2,0.125
14,2,2,0.25
14,2,3,0
14,2,3,0.125
14,2,3,0.25
14,2,5,0
14,2,5,0.125
14,2,5,0.25
14,2,7,0
14,2,7,0.125
14,2,7,0.25
14,2,10,0
14,2,10,0.125
14,2,10,0.25
14,3,2,0
14,3,2,0.125
14,3,2,0.25
14,3,3,0
14,3,3,0.125
14,3,3,0.25
14,3,5,0
14,3,5,0.125
14,3,5,0.25
14,3,7,0
14,3,7,0.125
14,3,7,0.25
14,3,10,0
14,3,10,0.125
14,3,10,0.25
14,4,2,0
14,4,2,0.125
14,4,2,0.25
14,4,3,0
14,4,3,0.125
14,4,3,0.25
14,4,5,0
14,4,5,0.125
14,4,5,0.25
14,4,7,0
14,4,7,0.125
14,4,7,0.25
14,4,10,0
14,4,10,0.125
14,4,10,0.25
16,1.5,2,0
16,1.5,2,0.125
16,1.5,2,0.25
16,1.5,3,0
16,1.5,3,0.125
16,1.5,3,0.25
16,1.5,5,0
16,1.5,5,0.125
16,1.5,5,0.25
16,1.5,7,0
16,1.5,7,0.125
16,1.5,7,0.25
16,1.5,10,0
16,1.5,10,0.125
16,1.5,10,0.25
16,2,2,0
16,2,2,0.125
16,2,2,0.25
16,2,3,0
16,2,3,0.125
16,2,3,0.25
16,2,5,0
16,2,5,0.125
16,2,5,0.25
16,2,7,0
16,2,7,0.125
16,2,7,0.25
16,2,10,0
16,2,10,0.125
16,2,10,0.25
16,3,2,0
16,3,2,0.125
16,3,2,0.25
16,3,3,0
16,3,3,0.125
16,3,3,0.25
16,3,5,0
16,3,5,0.125
16,3,5,0.25
16,3,7,0
16,3,7,0.125
16,3,7,0.25
16,3,10,0
16,3,10,0.125
16,3,10,0.25
16,4,2,0
16,4,2,0.125
16,4,2,0.25
16,4,3,0
16,4,3,0.125
16,4,3,0.25
16,4,5,0
16,4,5,0.125
16,4,5,0.25
16,4,7,0
16,4,7,0.125
16,4,7,0.25
16,4,10,0
16,4,10,0.125
16,4,10,0.25
18,1.5,2,0
18,1.5,2,0.125
18,1.5,2,0.25
18,1.5,3,0
18,1.5,3,0.125
18,1.5,3,0.25
18,1.5,5,0
18,1.5,5,0.125
18,1.5,5,0.25
18,1.5,7,0
18,1.5,7,0.125
18,1.5,7,0.25
18,1.5,10,0
18,1.5,10,0.125
18,1.5,10,0.25
18,2,2,0
18,2,2,0.125
18,2,2,0.25
18,2,3,0
18,2,3,0.125
18,2,3,0.25
18,2,5,0
18,2,5,0.125
18,2,5,0.25
18,2,7,0
18,2,7,0.125
18,2,7,0.25
18,2,10,0
18,2,10,0.125
18,2,10,0.25
18,3,2,0
18,3,2,0.125
18,3,2,0.25
18,3,3,0
18,3,3,0.125
18,3,3,0.25
18,3,5,0
18,3,5,0.125
18,3,5,0.25
18,3,7,0
18,3,7,0.125
18,3,7,0.25
18,3,10,0
18,3,10,0.125
18,3,10,0.25
18,4,2,0
18,4,2,0.125
18,4,2,0.25
18,4,3,0
18,4,3,0.125
18,4,3,0.25
18,4,5,0
18,4,5,0.125
18,4,5,0.25
18,4,7,0
18,4,7,0.125
18,4,7,0.25
18,4,10,0
18,4,10,0.125
18,4,10,0.25
20,1.5,2,0
20,1.5,2,0.125
20,1.5,2,0.25
20,1.5,3,0
20,1.5,3,0.125
20,1.5,3,0.25
20,1.5,5,0
20,1.5,5,0.125
20,1.5,5,0.25
20,1.5,7,0
20,1.5,7,0.125
20,1.5,7,0.25
20,1.5,10,0
20,1.5,10,0.125
20,1.5,10,0.25
20,2,2,0
20,2,2,0.125
20,2,2,0.25
20,2,3,0
20,2,3,0.125
20,2,3,0.25
20,2,5,0
20,2,5,0.125
20,2,5,0.25
20,2,7,0
20,2,7,0.125
20,2,7,0.25
20,2,10,0
20,2,10,0.125
20,2,10,0.25
20,3,2,0
20,3,2,0.125
20,3,2,0.25
20,3,3,0
20,3,3,0.125
20,3,3,0.25
20,3,5,0
20,3,5,0.125
20,3,5,0.25
20,3,7,0
20,3,7,0.125
20,3,7,0.25
20,3,10,0
20,3,10,0.125
20,3,10,0.25
20,4,2,0
20,4,2,0.125
20,4,2,0.25
20,4,3,0
20,4,3,0.125
20,4,3,0.25
20,4,5,0
20,4,5,0.125
20,4,5,0.25
20,4,7,0
20,4,7,0.125
20,4,7,0.25
20,4,10,0
20,4,10,0.125
20,4,10,0.25
22,1.5,2,0
22,1.5,2,0.125
22,1.5,2,0.25
22,1.5,3,0
22,1.5,3,0.125
22,1.5,3,0.25
22,1.5,5,0
22,1.5,5,0.125
22,1.5,5,0.25
22,1.5,7,0
22,1.5,7,0.125
22,1.5,7,0.25
22,1.5,10,0
22,1.5,10,0.125
22,1.5,10,0.25
22,2,2,0
22,2,2,0.125
22,2,2,0.25
22,2,3,0
22,2,3,0.125
22,2,3,0.25
22,2,5,0
22,2,5,0.125
22,2,5,0.25
22,2,7,0
22,2,7,0.125
22,2,7,0.25
22,2,10,0
22,2,10,0.125
22,2,10,0.25
22,3,2,0
22,3,2,0.125
22,3,2,0.25
22,3,3,0
22,3,3,0.125
22,3,3,0.25
22,3,5,0
22,3,5,0.125
22,3,5,0.25
22,3,7,0
22,3,7,0.125
22,3,7,0.25
22,3,10,0
22,3,10,0.125
22,3,10,0.25
22,4,2,0
22,4,2,0.125
22,4,2,0.25
22,4,3,0
22,4,3,0.125
22,4,3,0.25
22,4,5,0
22,4,5,0.125
22,4,5,0.25
22,4,7,0
22,4,7,0.125
22,4,7,0.25
22,4,10,0
22,4,10,0.125
22,4,10,0.25
24,1.5,2,0
24,1.5,2,0.125
24,1.5,2,0.25
24,1.5,3,0
24,1.5,3,0.125
24,1.5,3,0.25
24,1.5,5,0
24,1.5,5,0.125
24,1.5,5,0.25
24,1.5,7,0
24,1.5,7,0.125
24,1.5,7,0.25
24,1.5,10,0
24,1.5,10,0.125
24,1.5,10,0.25
24,2,2,0
24,2,2,0.125
24,2,2,0.25
24,2,3,0
24,2,3,0.125
24,2,3,0.25
24,2,5,0
24,2,5,0.125
24,2,5,0.25
24,2,7,0
